ni;REGIONAL;MUNICIPIO;ESCOLA
33008736;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CE DESEMBARGADOR ALVARO FERREIRA PINTO
33008752;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CE DOM OTAVIANO DE ALBUQUERQUE
33008795;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CE DOUTOR CESAR TINOCO
33008817;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CE DOUTOR JOAO MURILO CARNEIRO DE OLIVEIRA
33008841;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CE DOUTOR MAXIMO DE AZEVEDO
33008850;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CE DOUTOR PHILLIPPE UEBE
33008868;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CE DOUTOR THIERS CARDOSO
33008892;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CE GENERAL DUTRA
33008957;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;EE JOAQUIM ATAYDE
33008981;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CE JOSE FRANCISCO SALES
33009007;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CE JULIAO NOGUEIRA
33009120;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CE ROTARY II - ENILDA BARRETO RANGEL
33010110;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;LICEU DE HUMANIDADES DE CAMPOS
33010170;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CE NILO FERNANDES PEREIRA
33010269;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CE PAULO ROBERTO DUARTE DE MENDONCA
33010315;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CE NOTIVAL PEDRO MOLL
33010528;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CE THEOTONIO FERREIRA DE ARAUJO
33010650;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CE DOUTOR BARROS BARRETO
33010889;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CE DOUTOR JOSE PEREIRA PINTO
33011095;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CE MANOEL PEREIRA GONCALVES
33011311;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CE ESTEFANIA PEREIRA PINTO
33011400;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CE LEONCIO PEREIRA GOMES
33011427;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CE ATILANO CHRYSOSTOMO DE OLIVEIRA
33011435;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CE CORONEL FRANCISCO RIBEIRO DA MOTTA VASCONCELOS
33011460;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CE MARIA ISABEL RANGEL DE ARAUJO
33011621;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CE ALMIRANTE BARROSO
33011842;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CE NELSON PEREIRA REBEL
33012040;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CE ALCEBIADES SCHUARTZ
33012083;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CE PROFESSOR HERVAL DE SOUZA TAVARES
33093938;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CIEP 461 CLOVIS TAVARES
33093946;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CIEP 466 NINA ARUEIRA
33094128;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CIEP 270 PREFEITO JOSE ALVES DE AZEVEDO
33097003;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CIEP 462 NACAO GOITACA
33099111;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CIEP 463 JOÃO BORGES BARRETO
33099758;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CIEP 417 GINÁSIO PÚBLICO JOSÉ DO PATROCÍNIO
33100411;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CIEP 268 LUIZ CARLOS DE LACERDA
33016070;NORTE FLUMINENSE;CARAPEBUS;CE THOMAZ GOMES
33012121;NORTE FLUMINENSE;CARDOSO MOREIRA;CE BALTAZAR CARNEIRO
33098662;NORTE FLUMINENSE;CARDOSO MOREIRA;CIEP 464 ADMAR FERREIRA DE MEDEIROS
33014736;NORTE FLUMINENSE;CONCEIÇÃO DE MACABU;CIEP 271 JOSE BONIFACIO TASSARA
33014760;NORTE FLUMINENSE;CONCEIÇÃO DE MACABU;CE TOBIAS TOSTES MACHADO
33014809;NORTE FLUMINENSE;CONCEIÇÃO DE MACABU;CE ELSA BARBOSA DAUMAS
33014817;NORTE FLUMINENSE;CONCEIÇÃO DE MACABU;EE JOSE DE PAULA BARRETO
33014833;NORTE FLUMINENSE;CONCEIÇÃO DE MACABU;CE MARIA LOBO VIANA
33015090;NORTE FLUMINENSE;CONCEIÇÃO DE MACABU;CE BOCAINA
33015180;NORTE FLUMINENSE;MACAÉ;CE LUIZ REID
33015260;NORTE FLUMINENSE;MACAÉ;CE PRIMEIRO DE MAIO
33015279;NORTE FLUMINENSE;MACAÉ;CE TELIO BARRETO
33015295;NORTE FLUMINENSE;MACAÉ;CE IRENE MEIRELLES
33015309;NORTE FLUMINENSE;MACAÉ;CE JORNALISTA ALVARO BASTOS
33015317;NORTE FLUMINENSE;MACAÉ;CE MATIAS NETO
33015333;NORTE FLUMINENSE;MACAÉ;CE RACHEL REID PEREIRA DE SOUZA
33015341;NORTE FLUMINENSE;MACAÉ;CE VISCONDE DE ARAUJO
33015740;NORTE FLUMINENSE;MACAÉ;CE PROFESSORA VANILDE NATALINO MATTOS
33103119;NORTE FLUMINENSE;MACAÉ;CIEP 393 PREFEITO CARLOS EMIR MUSSI
33016550;NORTE FLUMINENSE;QUISSAMÃ;CE VISCONDE DE QUISSAMA
33025487;NORTE FLUMINENSE;RIO DAS OSTRAS;CE JACINTHO XAVIER MARTINS
33025525;NORTE FLUMINENSE;RIO DAS OSTRAS;CE CINAMOMO
33025576;NORTE FLUMINENSE;RIO DAS OSTRAS;CE ROCHA LEAO
33097437;NORTE FLUMINENSE;RIO DAS OSTRAS;CIEP 257 JOAQUIM DO REGO BARROS
33012393;NORTE FLUMINENSE;SÃO FIDÉLIS;CE DE SAO FIDELIS
33012407;NORTE FLUMINENSE;SÃO FIDÉLIS;CE MONTESE
33012458;NORTE FLUMINENSE;SÃO FIDÉLIS;CE BARAO DE MACAUBAS
33013160;NORTE FLUMINENSE;SÃO FIDÉLIS;CE ELVIDIO COSTA
33013322;NORTE FLUMINENSE;SÃO FIDÉLIS;CE GERAQUE COLET
33013772;NORTE FLUMINENSE;SÃO FRANCISCO DE ITABAPOANA;CE SAO FRANCISCO DE PAULA
33013802;NORTE FLUMINENSE;SÃO FRANCISCO DE ITABAPOANA;CE AGOSTINHO CHRYZANTO DE ARAUJO
33013837;NORTE FLUMINENSE;SÃO FRANCISCO DE ITABAPOANA;CE ERCILIA MUYLAERT DE MENEZES
33013918;NORTE FLUMINENSE;SÃO FRANCISCO DE ITABAPOANA;CE PEDRO CERQUEIRA
33014086;NORTE FLUMINENSE;SÃO FRANCISCO DE ITABAPOANA;CE ANA NUNES VIANA
33014116;NORTE FLUMINENSE;SÃO FRANCISCO DE ITABAPOANA;CE DOMIRES MACHADO
33014310;NORTE FLUMINENSE;SÃO FRANCISCO DE ITABAPOANA;CE JOAQUIM GOMES CRESPO
33095140;NORTE FLUMINENSE;SÃO FRANCISCO DE ITABAPOANA;CIEP 470 CELSO MARTINS CORDEIRO
33013497;NORTE FLUMINENSE;SÃO JOÃO DA BARRA;CE ALBERTO TORRES
33013535;NORTE FLUMINENSE;SÃO JOÃO DA BARRA;CE ADMARDO ALVES TORRES
33013551;NORTE FLUMINENSE;SÃO JOÃO DA BARRA;CE DOUTOR NEWTON ALVES
33013683;NORTE FLUMINENSE;SÃO JOÃO DA BARRA;CE RAIMUNDO DE MAGALHAES
33013691;NORTE FLUMINENSE;SÃO JOÃO DA BARRA;CE DOUTOR OLIMPIO SATURNINO DE BRITO
33014566;NORTE FLUMINENSE;SÃO JOÃO DA BARRA;CE JOÃO COELHO DA SILVA
33170185;NORTE FLUMINENSE;SÃO JOÃO DA BARRA;CE CHRISANTO HENRIQUE DE SOUZA
33016836;SERRANA I;AREAL;CE MARIANO PROCOPIO
33183716;SERRANA I;AREAL;CE CABO PM ELISÂNGELA BESSA CORDEIRO
33017000;SERRANA I;COMENDADOR LEVY GASPARIAN;CE CORONEL ANTONIO PECANHA
33051097;SERRANA I;GUAPIMIRIM;CE ALCINDO GUANABARA
33051100;SERRANA I;GUAPIMIRIM;CE PROFESSORA ALVINA VALERIO DA SILVA
33051127;SERRANA I;GUAPIMIRIM;CE CORTUME CARIOCA
33051070;SERRANA I;MAGÉ;CIEP 444 ISRAEL JACOB AVERBACK
33052786;SERRANA I;MAGÉ;CIEP 128 MAGEPE MIRIM
33052808;SERRANA I;MAGÉ;CEI AGROECOLOGICO BARAO DE LANGSDORFF
33052816;SERRANA I;MAGÉ;CE DE MAGE
33052891;SERRANA I;MAGÉ;CE PROFESSORA SONIA MARIA PIEDADE DE MOURA
33052913;SERRANA I;MAGÉ;CE SAO FRANCISCO DE ASSIS
33052930;SERRANA I;MAGÉ;CE VISCONDE DE SEPETIBA
33053162;SERRANA I;MAGÉ;CE MAUA
33053189;SERRANA I;MAGÉ;CE OSWALDO CRUZ
33053340;SERRANA I;MAGÉ;CIEP 441 MANÉ GARRINCHA
33053359;SERRANA I;MAGÉ;CIEP 127 FREI ACURSIO ALOISIO GONZAGA BOLWER
33053383;SERRANA I;MAGÉ;CE JOSE VERISSIMO
33053391;SERRANA I;MAGÉ;CE PROFESSOR ALFREDO BALTHAZAR DA SILVEIRA
33053413;SERRANA I;MAGÉ;CE PROFESSORA ALDA BERNARDO DOS SANTOS TAVARES
33053693;SERRANA I;MAGÉ;CE JOAQUIM LEITAO
33053715;SERRANA I;MAGÉ;CE PROFESSORA RUTH TALDO FRANCA
33053766;SERRANA I;MAGÉ;CIEP 327 PEDRO AMERICO
33053774;SERRANA I;MAGÉ;CE CORONEL SERGIO JOSE DO AMARAL
33125325;SERRANA I;MAGÉ;CIEP 260 BARBOSA PORTO - BRASIL-CHILE
33040087;SERRANA I;PETRÓPOLIS;CIEP 038 SANTOS DUMONT - BRASIL-ALEMANHA
33040125;SERRANA I;PETRÓPOLIS;CE DOM PEDRO II
33040141;SERRANA I;PETRÓPOLIS;CE PRINCESA ISABEL
33040150;SERRANA I;PETRÓPOLIS;CE RUI BARBOSA
33040400;SERRANA I;PETRÓPOLIS;CE CARDOSO FONTES
33041210;SERRANA I;PETRÓPOLIS;CIEP 137 CECILIA MEIRELES
33041253;SERRANA I;PETRÓPOLIS;CE IRMA CECILIA JARDIM
33041326;SERRANA I;PETRÓPOLIS;CE DE ARARAS
33041628;SERRANA I;PETRÓPOLIS;CIEP 472 CANDIDO PORTINARI
33041776;SERRANA I;PETRÓPOLIS;CE EMBAIXADOR JOSE BONIFACIO
33041946;SERRANA I;PETRÓPOLIS;CIEP 281 GABRIELA MISTRAL
33042047;SERRANA I;SÃO JOSÉ DO VALE DO RIO PRETO;CE CORONEL JOAO LIMONGI
33017786;SERRANA I;SAPUCAIA;CE MAURICIO DE ABREU
33017930;SERRANA I;SAPUCAIA;CE REPUBLICA DO LIBANO
33018073;SERRANA I;SAPUCAIA;CE PAULINO FERNANDES
33018197;SERRANA I;SAPUCAIA;CE PROFESSORA MARIA APARECIDA BASTOS
33097950;SERRANA I;SAPUCAIA;CIEP 285 LUIZ JOSE DAFLON GOMES
33042519;SERRANA I;TERESÓPOLIS;CE EDMUNDO BITTENCOURT
33042527;SERRANA I;TERESÓPOLIS;CE EUCLYDES DA CUNHA
33042543;SERRANA I;TERESÓPOLIS;CE PRESIDENTE BERNARDES
33042667;SERRANA I;TERESÓPOLIS;CE CAMPOS SALLES
33042683;SERRANA I;TERESÓPOLIS;CE FANY NISKIER
33042705;SERRANA I;TERESÓPOLIS;CE HIGINO DA SILVEIRA
33042730;SERRANA I;TERESÓPOLIS;CE LIONS CLUB
33043132;SERRANA I;TERESÓPOLIS;CIA JOSE FRANCISCO LIPPI
33018286;SERRANA I;TRÊS RIOS;CIEP 456 PROFESSOR MARCOS COSTA REIS DUTRA
33018332;SERRANA I;TRÊS RIOS;CE DOUTOR VALMIR PECANHA
33018340;SERRANA I;TRÊS RIOS;CE MOACYR PADILHA
33018359;SERRANA I;TRÊS RIOS;CE PROFESSOR KOPKE
33018367;SERRANA I;TRÊS RIOS;CE ROBERTO COELHO PEDROSO
33018405;SERRANA I;TRÊS RIOS;CE CONDESSA DO RIO NOVO
33018430;SERRANA I;TRÊS RIOS;CE URBANO CARLOS DE ALMEIDA
33018650;SERRANA I;TRÊS RIOS;IE PROFESSOR JOEL MONNERAT
33175314;SERRANA I;TRÊS RIOS;CE GUILHERMINA GUINLE
33183791;SERRANA I;TRÊS RIOS;CE CABO BM FLÁVIO UANDERSON RODRIGUES DE FREITAS
33020540;SERRANA II;BOM JARDIM;CIEP 322 MOZART CUNHA GUIMARAES
33020558;SERRANA II;BOM JARDIM;CE RAMIRO BRAGA
33020710;SERRANA II;BOM JARDIM;CE DOUTOR PERICLES CORREA DA ROCHA
33020779;SERRANA II;BOM JARDIM;CE LEOPOLDO OSCAR STUTZ
33020957;SERRANA II;BOM JARDIM;CE PROFESSOR JOAO BRASIL
33043515;SERRANA II;CACHOEIRAS DE MACACU;CIEP 140 MÁRIO CESAR GOMES DA SILVA
33043523;SERRANA II;CACHOEIRAS DE MACACU;CE MARIA ZULMIRA TORRES
33043612;SERRANA II;CACHOEIRAS DE MACACU;CE QUINTINO BOCAIUVA
33043655;SERRANA II;CACHOEIRAS DE MACACU;CIEP 479 DOUTOR MARIO SIMAO ASSAF
33043736;SERRANA II;CACHOEIRAS DE MACACU;CIEP 353 BROCHADO DA ROCHA
33043752;SERRANA II;CACHOEIRAS DE MACACU;CE BACCOPARO MARTINS
33043760;SERRANA II;CACHOEIRAS DE MACACU;CE SOL NASCENTE
33043779;SERRANA II;CACHOEIRAS DE MACACU;CE MARIA VERALBA FERRAZ
33044147;SERRANA II;CACHOEIRAS DE MACACU;CE SAO JOSE
33018804;SERRANA II;CANTAGALO;CIEP 277 JOÃO NICOLÁO FILHO - JANJÃO
33018820;SERRANA II;CANTAGALO;CE MARIA ZULMIRA TORRES
33019223;SERRANA II;CANTAGALO;CE JOAO DE ABREU JUNIOR
33019290;SERRANA II;CANTAGALO;CE CONDE DE NOVA FRIBURGO
33019428;SERRANA II;CANTAGALO;CE DOUTOR FRANCISCO LEITE TEIXEIRA
33019673;SERRANA II;CARMO;CIEP 280 PROFESSOR VASCO FERNANDES DA SILVA PORTO
33019681;SERRANA II;CARMO;CE PROFESSOR AURELIO DUARTE
33019789;SERRANA II;CARMO;CE FRANCISCO VARELLA
33019800;SERRANA II;CARMO;CE INDEPENDENCIA
33183740;SERRANA II;CARMO;CE 1º SARGENTO BM LUIZ CARLOS GONÇALVES FISCHER
33025100;SERRANA II;CASIMIRO DE ABREU;CE CASIMIRO DE ABREU
33025150;SERRANA II;CASIMIRO DE ABREU;CE PROFESSOR SOUZA
33025320;SERRANA II;CASIMIRO DE ABREU;CE BARRA DE SAO JOAO
33025355;SERRANA II;CASIMIRO DE ABREU;CE RIO DOURADO
33025363;SERRANA II;CASIMIRO DE ABREU;CE SANTA MARIA
33094330;SERRANA II;CASIMIRO DE ABREU;CE INDAIAÇU
33020116;SERRANA II;CORDEIRO;CIEP 145 DOUTOR OSWALDO CRUZ
33020140;SERRANA II;CORDEIRO;CE ANTONIO PECLY
33020205;SERRANA II;CORDEIRO;CE CONSTANCA SOARES TEIXEIRA
33020213;SERRANA II;CORDEIRO;IE INOCÊNCIO DE ANDRADE
33183732;SERRANA II;CORDEIRO;CE 2º TENENTE BM SÉRGIO RODRIGUES DA SILVA
33021082;SERRANA II;DUAS BARRAS;CE ALMIRANTE PROTOGENES
33021236;SERRANA II;DUAS BARRAS;CE MARIA ROSA TEIXEIRA
33142351;SERRANA II;DUAS BARRAS;CIEP 511 ALAIDE ARAUJO STORCK MELLOR MARQUES
33020396;SERRANA II;MACUCO;CE JOSE CARLOS BOARETTO
33020434;SERRANA II;MACUCO;CE FARMACEUTICO RODOLFO ALBINO
33021694;SERRANA II;NOVA FRIBURGO;CE CANADA
33021708;SERRANA II;NOVA FRIBURGO;CE PROFESSOR JAMIL EL JAICK
33021813;SERRANA II;NOVA FRIBURGO;CE AUGUSTO SPINELLI
33021830;SERRANA II;NOVA FRIBURGO;CE DOUTOR GALDINO DO VALLE FILHO
33021848;SERRANA II;NOVA FRIBURGO;CE DOUTOR JOAO BAZET
33021864;SERRANA II;NOVA FRIBURGO;CE DOUTOR TUFFY EL JAICK
33021880;SERRANA II;NOVA FRIBURGO;CE ETELVINA SCHOTTZ
33021902;SERRANA II;NOVA FRIBURGO;CE JULIO SALUSSE
33021929;SERRANA II;NOVA FRIBURGO;EE MARCILIO DIAS
33021937;SERRANA II;NOVA FRIBURGO;CE PADRE FRANCA
33021945;SERRANA II;NOVA FRIBURGO;CE PADRE MADUREIRA
33021961;SERRANA II;NOVA FRIBURGO;CE PROFESSOR CARLOS CORTES
33022003;SERRANA II;NOVA FRIBURGO;CE PROFESSORA ZELIA DOS SANTOS CORTES
33022011;SERRANA II;NOVA FRIBURGO;CE SALUSTIANO JOSE RIBEIRO SERAFIM
33022275;SERRANA II;NOVA FRIBURGO;IE DE NOVA FRIBURGO
33022569;SERRANA II;NOVA FRIBURGO;CE EDUARDO BREDER
33022810;SERRANA II;NOVA FRIBURGO;CE DOUTOR VICENTE DE MORAES
33022968;SERRANA II;NOVA FRIBURGO;CE CARLOS MARIA MARCHON
33023212;SERRANA II;NOVA FRIBURGO;CE EMILIA ROSCHEMANT
33023298;SERRANA II;NOVA FRIBURGO;CE JOSE MARTINS DA COSTA
33102090;SERRANA II;NOVA FRIBURGO;CE DOUTOR FELICIANO COSTA
33102791;SERRANA II;NOVA FRIBURGO;CENTRO FAMILIAR DE FORMAÇÃO POR ALTERNANCIA COLEGIO ESTADUAL AGRICOLA REI ALBERTO I
33105022;SERRANA II;NOVA FRIBURGO;CIEP 480 PROFESSOR LUIZ CARLOS VERONESE
33173346;SERRANA II;NOVA FRIBURGO;CE RAPHAEL LUIZ DE SIQUEIRA JACCOUD
33023751;SERRANA II;SANTA MARIA MADALENA;CE BARAO DE SANTA MARIA MADALENA
33024480;SERRANA II;SÃO SEBASTIÃO DO ALTO;CE JOSE CARDOSO DE MORAES
33024537;SERRANA II;SÃO SEBASTIÃO DO ALTO;CE JANUARIO DE TOLEDO PIZZA
33093989;SERRANA II;SÃO SEBASTIÃO DO ALTO;CIEP 274 MARIA AMELIA DAFLON FERRO
33025754;SERRANA II;SILVA JARDIM;CE SERVULO MELO
33025835;SERRANA II;SILVA JARDIM;CE SAO SEBASTIAO
33023310;SERRANA II;SUMIDOURO;CIEP 283 MARIA AMELIA PACHECO
33149178;SERRANA II;SUMIDOURO;CE CAMPINAS II
33024650;SERRANA II;TRAJANO DE MORAES;CE MARIA MARINA PINTO SILVA
33024880;SERRANA II;TRAJANO DE MORAES;CE JOSE DE MORAES SOUZA
33024952;SERRANA II;TRAJANO DE MORAES;CE JOAO DE MORAES MARTINS
33025010;SERRANA II;TRAJANO DE MORAES;EE HONESTALDA DE MORAES MARTINS
33100608;SERRANA II;TRAJANO DE MORAES;CIEP 279 PROFESSORA GUIOMAR GONCALVES NEVES
33036594;SUL FLUMINENSE;ANGRA DOS REIS;CE NAZIRA SALOMAO
33036632;SUL FLUMINENSE;ANGRA DOS REIS;CIEP 055 JOAO GREGORIO GALINDO
33036640;SUL FLUMINENSE;ANGRA DOS REIS;CE DOUTOR ARTUR VARGAS
33036691;SUL FLUMINENSE;ANGRA DOS REIS;CE CONDE PEREIRA CARNEIRO
33036713;SUL FLUMINENSE;ANGRA DOS REIS;CE HONORIO LIMA
33037027;SUL FLUMINENSE;ANGRA DOS REIS;CE ANTONIO DIAS LIMA
33037230;SUL FLUMINENSE;ANGRA DOS REIS;CE LEOPOLDO AMERICO M DE MELLO
33037337;SUL FLUMINENSE;ANGRA DOS REIS;CE ROBERTO MONTENEGRO
33098018;SUL FLUMINENSE;ANGRA DOS REIS;CIE GUARANI KARAI KUERY RENDA
33098077;SUL FLUMINENSE;ANGRA DOS REIS;CIEP 302 CHARLES DICKENS
33098085;SUL FLUMINENSE;ANGRA DOS REIS;CIEP 495 ALBERTO DA VEIGA GUIGNARD
33125449;SUL FLUMINENSE;ANGRA DOS REIS;CE BRIGADEIRO NOBREGA
33135860;SUL FLUMINENSE;ANGRA DOS REIS;CE PEDRO SOARES
33029342;SUL FLUMINENSE;BARRA MANSA;CE BALDOMERO BARBARA
33029369;SUL FLUMINENSE;BARRA MANSA;CE BARAO DE AIURUOCA
33029377;SUL FLUMINENSE;BARRA MANSA;CE BOA VISTA
33029385;SUL FLUMINENSE;BARRA MANSA;CE COMENDADOR PEREIRA IGNACIO
33029407;SUL FLUMINENSE;BARRA MANSA;CE IRACEMA LEITE NADER
33029660;SUL FLUMINENSE;BARRA MANSA;CE JAYME SILVESTRE CAMARGO
33029679;SUL FLUMINENSE;BARRA MANSA;CE PROFESSOR LUIZ GONZAGA DE MATTOS
33029717;SUL FLUMINENSE;BARRA MANSA;CE SAO PEDRO
33030170;SUL FLUMINENSE;BARRA MANSA;CE VILA MARIA
33030189;SUL FLUMINENSE;BARRA MANSA;CE ROSELANDIA
33030286;SUL FLUMINENSE;BARRA MANSA;CE MARECHAL FLORIANO PEIXOTO
33030359;SUL FLUMINENSE;BARRA MANSA;CE NOSSA SENHORA DO AMPARO
33096830;SUL FLUMINENSE;BARRA MANSA;CIEP 486 PROFESSOR LUIZ VALLEJO
33096856;SUL FLUMINENSE;BARRA MANSA;CIEP 493 PROFESSORA ANTONIETA SALINAS DE CASTRO
33096864;SUL FLUMINENSE;BARRA MANSA;CIEP 485 PROFESSOR JOAO BATISTA DE BARROS
33096880;SUL FLUMINENSE;BARRA MANSA;CIEP 292 PROFESSORA JANDIRA REIS DE OLIVEIRA
33030456;SUL FLUMINENSE;ITATIAIA;CIEP 488 EZEQUIEL FREIRE
33045844;SUL FLUMINENSE;MANGARATIBA;CE JOAO PAULO II
33046174;SUL FLUMINENSE;MANGARATIBA;CE MONTEBELLO BONDIM
33166412;SUL FLUMINENSE;MANGARATIBA;CE CAETANO DE OLIVEIRA
33170169;SUL FLUMINENSE;MANGARATIBA;CE HERMINIA DE OLIVEIRA MATTOS
33037515;SUL FLUMINENSE;PARATY;CIEP 999 DOM PEDRO D'ALCANTARA DE BRAGANCA, PRIMEIRO IMPERADOR DO BRASIL
33037523;SUL FLUMINENSE;PARATY;CE ENGENHEIRO MARIO MOURA BRASIL DO AMARAL
33037965;SUL FLUMINENSE;PARATY;CE ALMIRANTE ALVARO ALBERTO
33135720;SUL FLUMINENSE;PARATY;CIE GUARANI TAVÁ MIRIM
33030987;SUL FLUMINENSE;PINHEIRAL;CIEP 291 DOM MARTINHO SCHLUDE
33097941;SUL FLUMINENSE;PINHEIRAL;CE CELIO BARBOSA ANCHITE
33030626;SUL FLUMINENSE;PIRAÍ;CE AFFONSINA MAZZILLO TEIXEIRA CAMPOS
33030901;SUL FLUMINENSE;PIRAÍ;CE OCTÁVIO TEIXEIRA CAMPOS
33031142;SUL FLUMINENSE;PIRAÍ;CE CORONEL CAMISAO
33032130;SUL FLUMINENSE;PORTO REAL;CE REPÚBLICA ITALIANA
33031185;SUL FLUMINENSE;QUATIS;CE AMERICO PIMENTA
33031380;SUL FLUMINENSE;RESENDE;CE ANTONINA RAMOS FREIRE
33031401;SUL FLUMINENSE;RESENDE;CE PEDRO BRAILE NETO
33031428;SUL FLUMINENSE;RESENDE;CE MARECHAL SOUZA DANTAS
33031479;SUL FLUMINENSE;RESENDE;CE DOUTOR JOÃO MAIA
33031509;SUL FLUMINENSE;RESENDE;CE OLIVEIRA BOTELHO
33031711;SUL FLUMINENSE;RESENDE;CE ANÍBAL BENÉVOLO
33031720;SUL FLUMINENSE;RESENDE;CE OLAVO BILAC
33031738;SUL FLUMINENSE;RESENDE;CE PROFESSOR JOSÉ MEDEIROS DE CAMARGO
33031843;SUL FLUMINENSE;RESENDE;CE ENGENHEIRO PASSOS
33097798;SUL FLUMINENSE;RESENDE;CIEP 347 DOUTOR JORGE MIGUEL JAYME
33115001;SUL FLUMINENSE;RESENDE;CE ANTÔNIO QUIRINO
33032220;SUL FLUMINENSE;RIO CLARO;CE FAGUNDES VARELA
33032360;SUL FLUMINENSE;RIO CLARO;CIEP 296 PRESIDENTE BENES
33032459;SUL FLUMINENSE;RIO CLARO;CE ALFREDO PUJOL
33032718;SUL FLUMINENSE;VOLTA REDONDA;CIEP 299 JIULIO CARUSO
33032734;SUL FLUMINENSE;VOLTA REDONDA;CIEP 053 DOUTOR NELSON DOS SANTOS GONÇALVES
33032742;SUL FLUMINENSE;VOLTA REDONDA;CIEP 295 PROFESSORA GLORIA ROUSSIM GUEDES PINTO
33032793;SUL FLUMINENSE;VOLTA REDONDA;CE BARÃO DE MAUÁ
33032807;SUL FLUMINENSE;VOLTA REDONDA;CE PIAUÍ - BRASIL-FRANÇA
33032815;SUL FLUMINENSE;VOLTA REDONDA;CE PREFEITO FRANCISCO FONTES TORRES
33032823;SUL FLUMINENSE;VOLTA REDONDA;CE RIO DE JANEIRO
33032939;SUL FLUMINENSE;VOLTA REDONDA;CE SANTOS DUMONT
33032998;SUL FLUMINENSE;VOLTA REDONDA;CE ACACIA AMARELA
33033030;SUL FLUMINENSE;VOLTA REDONDA;CE BRASÍLIA
33033056;SUL FLUMINENSE;VOLTA REDONDA;CE GUANABARA
33033099;SUL FLUMINENSE;VOLTA REDONDA;CE NITERÓI
33033110;SUL FLUMINENSE;VOLTA REDONDA;CE PEDRO RAYMUNDO DE MAGALHÃES
33033129;SUL FLUMINENSE;VOLTA REDONDA;CE PRESIDENTE ROOSEVELT
33033145;SUL FLUMINENSE;VOLTA REDONDA;CE RIO GRANDE DO NORTE
33033170;SUL FLUMINENSE;VOLTA REDONDA;CE RIO GRANDE DO SUL
33033188;SUL FLUMINENSE;VOLTA REDONDA;CE RONDONIA
33033196;SUL FLUMINENSE;VOLTA REDONDA;CE ROTARY
33033200;SUL FLUMINENSE;VOLTA REDONDA;CE SÃO PAULO
33033978;SUL FLUMINENSE;VOLTA REDONDA;CIEP 484 GINÁSIO PÚBLICO TONINHO MARQUES
33033994;SUL FLUMINENSE;VOLTA REDONDA;IE PROFESSOR MANUEL MARINHO
33103097;SUL FLUMINENSE;VOLTA REDONDA;CIEP 403 MARIA DE LOURDES GIOVANETTI CÍVICO MILITAR
33117675;SUL FLUMINENSE;VOLTA REDONDA;CIESP DIOGO LEVENHAGEN
33156883;SUL FLUMINENSE;VOLTA REDONDA;CE GECY VIEIRA GONCALVES
33156999;SUL FLUMINENSE;VOLTA REDONDA;CIEP 293 WALMIR DE FREITAS MONTEIRO
;;;
;;;
